complexity_bucket,dataset,gen_time_s,gold_sql_exec,id,mariadb_ex,mariadb_ex_given_success,mariadb_gold_execution_time_s,mariadb_gold_success,mariadb_pred_execution_time_s,mariadb_pred_success,mysql_ex,mysql_ex_given_success,mysql_gold_execution_time_s,mysql_gold_success,mysql_pred_execution_time_s,mysql_pred_success,mysql_vs_mariadb_match,pred_both_success,pred_mariadb_only_success,pred_mysql_only_success,pred_neither_success,pred_sql,query_split,question_split,question_text,rdbms_mode,tables_in_schema_compact
simple,advising,80.1538,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 312 ;",11,,,,,,,,,0.013998031616210938,True,0.01871323585510254,False,,False,False,False,False,SELECT * FROM students WHERE course_id = 0,test,exclude,Can I take number0 as an undergrad ?,mysql,12
simple,advising,80.6744,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 599 ;",12,,,,,,,False,False,0.013001441955566406,True,0.02100205421447754,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,train,Can an undergrad take number0 ?,mysql,12
simple,advising,82.6373,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 698 ;",13,,,,,,,False,False,0.017459392547607422,True,0.022528886795043945,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,dev,Can underclassmen take number0 ?,mysql,12
simple,advising,79.9344,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 438 ;",14,,,,,,,False,False,0.01300191879272461,True,0.02200031280517578,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,train,Can undergrad students take number0 ?,mysql,12
simple,advising,97.3633,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 662 ;",15,,,,,,,False,False,0.01999950408935547,True,0.03600192070007324,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,train,Can undergrads do number0 ?,mysql,12
simple,advising,88.0808,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 216 ;",16,,,,,,,,,0.016707420349121094,True,0.026346206665039062,False,,False,False,False,False,SELECT * FROM courses WHERE course_id = 0,test,exclude,Can undergrads enroll in the course number0 ?,mysql,12
simple,advising,82.4242,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 543 ;",17,,,,,,,,,0.01668858528137207,True,0.024047374725341797,False,,False,False,False,False,SELECT * FROM students WHERE course_id = 0 AND course_id = 1,test,exclude,Can undergrads sign up for number0 ?,mysql,12
simple,advising,81.3463,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 574 ;",18,,,,,,,,,0.02060222625732422,True,0.028598308563232422,False,,False,False,False,False,SELECT * FROM course_offerings WHERE course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = 0,test,exclude,Can undergrads take class number0 ?,mysql,12
simple,advising,81.9036,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 581 ;",19,,,,,,,False,False,0.018538475036621094,True,0.027933120727539062,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,train,Can undergrads take course number0 ?,mysql,12
simple,advising,81.5788,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 533 ;",20,,,,,,,False,False,0.012757301330566406,True,0.01672673225402832,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,train,Can undergrads take the number0 course ?,mysql,12
simple,advising,81.8704,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 530 ;",21,,,,,,,False,False,0.012003898620605469,True,0.022002220153808594,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,train,Can undergrads take the class number0 ?,mysql,12
simple,advising,80.2175,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 452 ;",22,,,,,,,False,False,0.012738227844238281,True,0.01999807357788086,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Can undergrads take the course number0 ?,mysql,12
simple,advising,81.3851,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 587 ;",23,,,,,,,,,0.018003225326538086,True,0.03599977493286133,False,,False,False,False,False,SELECT * FROM students WHERE student_id = 0,test,dev,Can undergrads to number0 ?,mysql,12
simple,advising,81.5977,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 285 ;",24,,,,,,,False,False,0.011893987655639648,True,0.02461385726928711,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Can undergraduates do number0 ?,mysql,12
simple,advising,79.5227,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 215 ;",25,,,,,,,False,False,0.015105962753295898,True,0.020763635635375977,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0 AND course_id = 1,test,train,Can undergraduates enroll in number0 ?,mysql,12
simple,advising,80.8714,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 499 ;",26,,,,,,,,,0.017423391342163086,True,0.023242950439453125,False,,False,False,False,False,SELECT * FROM courses WHERE course_id = 0,test,train,Can undergraduates enroll in course number0 ?,mysql,12
simple,advising,86.2122,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 480 ;",27,,,,,,,,,0.016000986099243164,True,0.03319978713989258,False,,False,False,False,False,SELECT * FROM students WHERE course_id = 0 AND course_id = 1,test,exclude,Can undergraduates like me enroll in number0 ?,mysql,12
simple,advising,83.8774,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 990 ;",28,,,,,,,False,False,0.015519380569458008,True,0.02324390411376953,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Can undergraduates take number0 ?,mysql,12
simple,advising,86.8459,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 684 ;",29,,,,,,,,,0.01799154281616211,True,0.021007537841796875,False,,False,False,False,False,SELECT COUNT(*) FROM COURSES WHERE COURSE_ID = 0,test,train,Can undergraduates take the number0 class ?,mysql,12
simple,advising,85.3292,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 281 ;",30,,,,,,,False,False,0.0178680419921875,True,0.025793790817260742,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Can you be an undergrad and take number0 ?,mysql,12
simple,advising,84.1913,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 628 ;",31,,,,,,,False,False,0.01679205894470215,True,0.025793075561523438,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,train,Do undergrads take number0 ?,mysql,12
simple,advising,84.847,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 594 ;",32,,,,,,,,,0.013994693756103516,True,0.029005050659179688,False,,False,False,False,False,SELECT * FROM course_offerings WHERE course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings,test,exclude,"If I am an undergrad , could I take number0 ?",mysql,12
simple,advising,84.3053,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 550 ;",33,,,,,,,,,0.0160062313079834,True,0.025194168090820312,False,,False,False,False,False,SELECT * FROM course_offerings WHERE course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings,test,train,"If I am just an undergrad , can I take number0 ?",mysql,12
simple,advising,83.502,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 419 ;",34,,,,,,,False,False,0.017750024795532227,True,0.025253772735595703,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 a class that undergrads can take ?,mysql,12
simple,advising,84.2039,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 555 ;",35,,,,,,,,,0.016761302947998047,True,0.02200174331665039,False,,False,False,False,False,SELECT * FROM students WHERE course_id = 0 AND course_id = 1,test,exclude,Is number0 able to be taken by undergrads ?,mysql,12
simple,advising,84.393,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 443 ;",36,,,,,,,False,False,0.0198361873626709,True,0.02124786376953125,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 allowed for undergrads ?,mysql,12
simple,advising,83.3401,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 443 ;",37,,,,,,,False,False,0.018520832061767578,True,0.023001670837402344,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 available for undergrads ?,mysql,12
simple,advising,83.7957,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 518 ;",38,,,,,,,,,0.021005868911743164,True,0.020888328552246094,False,,False,False,False,False,SELECT * FROM students WHERE course_id = 0,test,train,Is number0 available for undergrads to take ?,mysql,12
simple,advising,83.6039,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 539 ;",39,,,,,,,,,0.0167086124420166,True,0.02341175079345703,False,,False,False,False,False,SELECT * FROM courses WHERE course_id = 0,test,exclude,Is number0 available for undergraduates ?,mysql,12
simple,advising,83.8475,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 542 ;",40,,,,,,,False,False,0.015878915786743164,True,0.027684688568115234,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 available to undergrads ?,mysql,12
simple,advising,84.2534,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 555 ;",41,,,,,,,False,False,0.02400946617126465,True,0.02381443977355957,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,train,Is number0 for undergrads ?,mysql,12
simple,advising,84.2506,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 574 ;",42,,,,,,,False,False,0.014061927795410156,True,0.02198624610900879,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 for undergrads too ?,mysql,12
simple,advising,84.2941,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 463 ;",43,,,,,,,False,False,0.017004728317260742,True,0.023238420486450195,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 for undergraduates ?,mysql,12
simple,advising,83.5455,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 401 ;",44,,,,,,,,,0.01486659049987793,True,0.016251325607299805,False,,False,False,False,False,SELECT * FROM courses WHERE course_id = 0,test,exclude,Is number0 offered to undergrads ?,mysql,12
simple,advising,84.4278,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 595 ;",45,,,,,,,False,False,0.017000913619995117,True,0.018518447875976562,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 open to be taken by undergrads ?,mysql,12
simple,advising,83.307,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 560 ;",46,,,,,,,False,False,0.017990827560424805,True,0.02100849151611328,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,dev,Is number0 open to undergrads ?,mysql,12
simple,advising,84.2524,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 587 ;",47,,,,,,,False,False,0.013493061065673828,True,0.01967620849609375,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 open to undergraduates ?,mysql,12
simple,advising,83.872,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 586 ;",48,,,,,,,False,False,0.01587820053100586,True,0.01883077621459961,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 something undergrads can take ?,mysql,12
simple,advising,83.4731,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 510 ;",49,,,,,,,False,False,0.014589786529541016,True,0.0202481746673584,True,,False,False,False,False,SELECT * FROM COURSE WHERE course_id = 0,test,exclude,Is number0 taken by undergrads ?,mysql,12
simple,advising,83.3434,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 699 ;",50,,,,,,,,,0.012996912002563477,True,0.01625990867614746,False,,False,False,False,False,SELECT * FROM courses WHERE course_id = 0,test,train,Is course number0 available to undergraduates ?,mysql,12
simple,advising,84.6625,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 519 ;",51,,,,,,,,,0.02281641960144043,True,0.01917290687561035,False,,False,False,False,False,SELECT * FROM courses WHERE course_id = 0,test,train,Is course number0 available to undergrads ?,mysql,12
simple,advising,87.3959,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 398 ;",52,,,,,,,,,0.013003826141357422,True,0.01699995994567871,False,,False,False,False,False,SELECT * FROM course_offerings WHERE course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings.course_id AND course_offerings.course_id = course_offerings,test,exclude,Is it possible for undergrads to take number0 ?,mysql,12
simple,advising,84.6554,"SELECT DISTINCT COURSEalias0.ADVISORY_REQUIREMENT , COURSEalias0.ENFORCED_REQUIREMENT , COURSEalias0.NAME FROM COURSE AS COURSEalias0 WHERE COURSEalias0.DEPARTMENT = """""""" AND COURSEalias0.NUMBER = 402 ;",53,,,,,,,,,0.020582914352416992,True,0.0392613410949707,False,,False,False,False,False,SELECT * FROM students WHERE course_id = 0,test,exclude,Is it true that undergrads are taking number0 ?,mysql,12
